evolucion,id_proyecto,origen,presentado_por,tipo,titulo
:CAMARA_ENTRADA:PASE_COMISION:COMISION_ENTRADA:COMISION_ENTRADA:COMISION_TRATAMIENTO:COMISION_APRUEBA:COMISION_INFORMA:CAMARA_DISCUCION:CAMARA_DISCUCION:CAMARA_APRUEBA:CAMARA_ENTRADA:PASE_COMISION:COMISION_ENTRADA:COMISION_TRATAMIENTO:COMISION_TRATAMIENTO:COMISION_TRATAMIENTO:COMISION_TRATAMIENTO:COMISION_TRATAMIENTO,140095,CRR,"Castaingdebat, Armando; Fratti, Luis Alfredo; Larzábal, Nelson; Ruiz, Juan Federico",PROYECTO DE LEY,CARNICERIAS INTERIOR PAIS. ELABORACION PRODUCTOS EMBUTIDOS ARTESANALES. REGLAMENTACION.
:CAMARA_ENTRADA:PASE_COMISION:CAMARA_URGENCIA:CAMARA_APRUEBA:PASE_ARCHIVO,138412,CRR,"Castaingdebat, Armando; Fratti, Luis Alfredo; González, Sebastián; Pasquet Iribarne, Ope; Posada, Iván; Roselli, Edmundo; Umpiérrez, Alejo",RESOLUCION,FONDO GARANTIA DEUDAS PRODUCTORES LECHEROS. CREACION.
:CAMARA_ENTRADA:PASE_COMISION:COMISION_ENTRADA:COMISION_ENTRADA,137525,CRR,"Abdala, Pablo; Amarilla, Gerardo; Arocena Argul, José Andrés; Castaingdebat, Armando; Dastugue, Álvaro; Irazábal Calleri, Benjamín Eduardo; Matiaude, Graciela; Niffouri Blanco, Amín",PROYECTO DE LEY,DIA NACIONAL IGLESIAS EVANGELICAS Y PROTESTANTES- 31 OCTUBRE. DECLARACION.
:CAMARA_ENTRADA:PASE_COMISION:COMISION_ENTRADA:COMISION_ENTRADA,137016,CRR,"Amarilla, Gerardo; Arocena Argul, José Andrés; Castaingdebat, Armando; Niffouri Blanco, Amín; Olaizola, Juan José; Penadés, Gustavo",PROYECTO DE DECLARACION,PAISES CENTROAMERICA AFECTADOS FENOMENOS CLIMATICOS.  SOLIDARIDAD. DECLARACION.
:CAMARA_ENTRADA:PASE_COMISION:COMISION_ENTRADA:COMISION_ENTRADA:COMISION_ENTRADA:COMISION_ENTRADA,137017,CRR,"Amarilla, Gerardo; Amorín, Juan José; Andújar, Sebastián; Arbiza, Sergio Orlando; Arocena Argul, José Andrés; Bianchi, Graciela; Castaingdebat, Armando; Gandini, Jorge; García, Mario; Irazábal Calleri, Benjamín Eduardo; Lamorte, Aldo; Niffouri Blanco, Amín; Penadés, Gustavo; Quintela, Mabel; Rodríguez, Valentín; Rodríguez, Gloria; Trobo, Jaime Mario; Yurramendi Pérez, José; Zabaleta, Oscar",PROYECTO DE LEY,"FAMILIARES MILITAR, POLICIA O CIVIL FALLECIDO LUCHA SEDICION. REPARACION PATRIMONIAL."
:CAMARA_ENTRADA:PASE_COMISION:CAMARA_URGENCIA:PASE_ARCHIVO:PASE_ARCHIVO,136681,CRR,"Castaingdebat, Armando; Delsa, Paulino; Eguiluz, Cecilia; Fratti, Luis Alfredo; Larzábal, Nelson; Minetti, Orquídea; Mujica, Gonzalo; Mutti Fornaroli, María Manuela; Posada, Iván; Roselli, Edmundo; Rubio, Eduardo; Ruiz, Juan Federico; Umpiérrez, Alejo; Varela Nestier, Carlos",MINUTA DE COMUNICACION,MORTANDAD ABEJAS. MECANISMOS LEGALES. INSTRUMENTACION.
:CAMARA_ENTRADA:PASE_COMISION:COMISION_ENTRADA:COMISION_ENTRADA,135121,CRR,"Castaingdebat, Armando; Niffouri Blanco, Amín",PROYECTO DE LEY,CONDUCTORES. ALCOHOL EN SANGRE. TOLERANCIA CERO. FLEXIBILIZACION.
:CAMARA_ENTRADA:PASE_COMISION:COMISION_ENTRADA:COMISION_ENTRADA:COMISION_APRUEBA:COMISION_INFORMA:CAMARA_DISCUCION:CAMARA_DISCUCION:CAMARA_APRUEBA:CAMARA_ENTRADA:PASE_COMISION:COMISION_ENTRADA:COMISION_TRATAMIENTO,134856,CRR,"Abdala, Pablo; Amarilla, Gerardo; Asti, Alfredo; Ayala, Mario; Caballero, Irene; Caggiani, Daniel; Castaingdebat, Armando; Coitiño, Carlos; De los Santos, Oscar; Lafluf, Omar; Mahía, José Carlos; Mendiondo, Constante; Mier, Sergio; Mier Estades, Egardo Dionisio; Olivera, Nicolás; Pasquet Iribarne, Ope; Penadés, Gustavo; Pereyra, Susana; Posada, Iván; Pozzi, Jorge; Radío, Daniel; Rapela, Valentina; Rodríguez, Conrado; Rubio, Eduardo; Sosa Acosta, Heriberto; Tierno, Martín; Umpiérrez, Alejo; Varela Nestier, Carlos; Verri, Walter; Viera Duarte, Tabaré; Yurramendi Pérez, José",PROYECTO DE LEY,"MICHELINI, Zelmar. RUTA 109 TRAMO AIGUA - ROCHA. DENOMINACION."
:CAMARA_ENTRADA:PASE_COMISION:COMISION_ENTRADA:COMISION_ENTRADA:COMISION_TRATAMIENTO:COMISION_APRUEBA:COMISION_INFORMA:CAMARA_DISCUCION:CAMARA_DISCUCION:CAMARA_APRUEBA:CAMARA_ENTRADA:PASE_COMISION,134860,CRR,"Castaingdebat, Armando; Ruiz, Juan Federico",PROYECTO DE LEY,"CAMACHO, Hugo. POLICLINICA ISMAEL CORTINAS (FLORES). DENOMINACION."
:CAMARA_ENTRADA:PASE_COMISION:COMISION_ENTRADA:COMISION_ENTRADA:COMISION_TRATAMIENTO:COMISION_POSTERGA:COMISION_POSTERGA:COMISION_TRATAMIENTO:COMISION_POSTERGA:COMISION_POSTERGA:COMISION_POSTERGA:COMISION_POSTERGA:COMISION_POSTERGA:COMISION_POSTERGA,134313,CRR,"Abdala, Pablo; Arocena Argul, José Andrés; Bacigalupe Aunés, Rubén Aníbal; Bianchi, Graciela; Casaretto, Federico; Castaingdebat, Armando; Gandini, Jorge; Goñi Reyes, Rodrigo; Irazábal Calleri, Benjamín Eduardo; Lema, Martín; Mier Estades, Egardo Dionisio; Niffouri Blanco, Amín; Olaizola, Juan José; Olivera, Nicolás; Penadés, Gustavo; Rocha, Patricia; Rodríguez, Gloria; Roselli, Edmundo; Trobo, Jaime Mario; Umpiérrez, Alejo; Yurramendi Pérez, José; Zabaleta, Oscar",PROYECTO DE RESOLUCION,VENEZUELA. INSTITUCIONES DEMOCRATICAS. RESTABLECIMIENTO. EXHORTACION.
:CAMARA_ENTRADA:PASE_COMISION:COMISION_ENTRADA:COMISION_ENTRADA:COMISION_ENTRADA:COMISION_ENTRADA:COMISION_ENTRADA,133330,CRR,"Amarilla, Gerardo; Arocena Argul, José Andrés; Castaingdebat, Armando; Irazábal Calleri, Benjamín Eduardo; Lema, Martín; Rodríguez, Gloria; Rodríguez Servetto, Nelson; Trobo, Jaime Mario; Zoulamián, Antonio",PROYECTO DE LEY,ADULTO MAYOR. CODIGO. APROBACION.
:CAMARA_ENTRADA:PASE_COMISION:COMISION_ENTRADA:COMISION_ENTRADA:COMISION_APRUEBA:CAMARA_URGENCIA:PASE_ARCHIVO,133071,CRR,"Cáceres, Richard; Castaingdebat, Armando; Fratti, Luis Alfredo; Larzábal, Nelson; Ruiz, Juan Federico; Umpiérrez, Alejo",MINUTA DE COMUNICACION,ACEITE OLIVA. IMPORTACION. CERTIFICADO CALIDAD. DECRETO. INSTRUMENTACION.
:CAMARA_ENTRADA:PASE_COMISION:COMISION_ENTRADA:COMISION_TRATAMIENTO:COMISION_TRATAMIENTO:COMISION_TRATAMIENTO:COMISION_TRATAMIENTO:COMISION_TRATAMIENTO,131661,CRR,"Castaingdebat, Armando; Fratti, Luis Alfredo; Larzábal, Nelson; Pasquet Iribarne, Ope; Posada, Iván; Roselli, Edmundo; Ruiz, Juan Federico; Umpiérrez, Alejo",PROYECTO DE LEY,CARNE OVINA. FONDO INVESTIGACION Y FOMENTO. CREACION.
:CAMARA_ENTRADA:PASE_COMISION:COMISION_ENTRADA:COMISION_TRATAMIENTO:COMISION_ENTRADA:COMISION_ENTRADA,130608,CRR,"Castaingdebat, Armando; Lema, Martín",PROYECTO DE LEY,INSTITUTO NACIONAL BIENESTAR ANIMAL. CREACION.
:CAMARA_ENTRADA:PASE_COMISION:COMISION_ENTRADA:COMISION_ENTRADA,129429,CRR,"Abdala, Pablo; Acosta, Auro; Amarilla, Gerardo; Andújar, Sebastián; Arocena Argul, José Andrés; Arrieta, Elisabeth; Ayala, Mario; Bacigalupe Aunés, Rubén Aníbal; Bianchi, Graciela; Casaretto, Federico; Castaingdebat, Armando; Díaz Angüilla, Pablo; Estrada, Ignacio; Ezquerra Alonso, W. Aparicio; Fontes, Nicolás; Gandini, Jorge; García, Mario; Gianoli, Gabriel; Goñi Reyes, Rodrigo; Irazábal Calleri, Benjamín Eduardo; Lafluf, Omar; Lamorte, Aldo; Lema, Martín; Mier Estades, Egardo Dionisio; Niffouri Blanco, Amín; Novales, Gonzalo; Olaizola, Juan José; Penadés, Gustavo; Rodríguez, Gloria; Roselli, Edmundo; Vásquez Varela, Patricia; Yurramendi Pérez, José",PROYECTO DE LEY,"GUTIERREZ RUIZ, Héctor. ESCUELA 330 (MONTEVIDEO). DENOMINACION."
:CAMARA_ENTRADA:PASE_COMISION:COMISION_ENTRADA:COMISION_ENTRADA:COMISION_TRATAMIENTO:COMISION_TRATAMIENTO:COMISION_TRATAMIENTO:COMISION_TRATAMIENTO:COMISION_TRATAMIENTO:COMISION_TRATAMIENTO:COMISION_TRATAMIENTO:COMISION_APRUEBA:CAMARA_URGENCIA:CAMARA_DISCUCION:CAMARA_DISCUCION:CAMARA_APRUEBA:CAMARA_ENTRADA:PASE_COMISION:COMISION_ENTRADA:COMISION_TRATAMIENTO:COMISION_APRUEBA:COMISION_INFORMA:CAMARA_DISCUCION:CAMARA_DISCUCION:CAMARA_MODIFICA:CAMARA_ENTRADA:PASE_COMISION:COMISION_ENTRADA:COMISION_ENTRADA:COMISION_APRUEBA:COMISION_INFORMA:CAMARA_APRUEBA:PROMULGA_PE:PASE_ARCHIVO,129428,CRR,"Castaingdebat, Armando; Roselli, Edmundo; Umpiérrez, Alejo",LEY,INMUEBLES RURALES. ENAJENACION. OPCION COMPRA INC. REGIMEN. MODIFICACION.
:CAMARA_ENTRADA:PASE_COMISION:COMISION_ENTRADA:CAMARA_URGENCIA:CAMARA_APRUEBA:PASE_ARCHIVO,127438,CRR,"Abdala, Pablo; Amarilla, Gerardo; Arrieta, Elisabeth; Ayala, Mario; Castaingdebat, Armando; Dastugue, Álvaro; Gandini, Jorge; García, Mario; Goñi Reyes, Rodrigo; Lafluf, Omar; Niffouri Blanco, Amín; Olivera González, Flor; Olivera, Nicolás; Quintela, Mabel; Roselli, Edmundo; Trobo, Jaime Mario; Yurramendi Pérez, José; Zoulamián, Antonio",RESOLUCION,ATENTADO TERRORISTA PARIS (FRANCIA). REPUDIO.
:CAMARA_ENTRADA:PASE_COMISION:COMISION_ENTRADA:COMISION_ENTRADA,127266,CRR,"Castaingdebat, Armando; Viera Duarte, Tabaré",PROYECTO DE LEY,PSICOLOGO. TITULO. HABILITACION. PLAZO. PRORROGA.
:CAMARA_ENTRADA:PASE_COMISION:COMISION_ENTRADA:COMISION_ENTRADA:COMISION_TRATAMIENTO:COMISION_TRATAMIENTO:COMISION_TRATAMIENTO:COMISION_TRATAMIENTO:COMISION_TRATAMIENTO,126052,CRR,"Amarilla, Gerardo; Bacigalupe Aunés, Rubén Aníbal; Bianchi, Graciela; Castaingdebat, Armando; Irazábal Calleri, Benjamín Eduardo; Martinelli, Nicolás José; Niffouri Blanco, Amín; Olaizola, Juan José; Trobo, Jaime Mario",PROYECTO DE LEY,ESPECTACULOS PUBLICOS. DERECHO ADMISION Y PERMANENCIA. COMPETENCIA MINISTERIO INTERIOR.
:CAMARA_ENTRADA:PASE_COMISION:COMISION_ENTRADA:COMISION_ENTRADA,124476,CRR,"Amarilla, Gerardo; Andújar, Sebastián; Arocena Argul, José Andrés; Bacigalupe Aunés, Rubén Aníbal; Bianchi, Graciela; Castaingdebat, Armando; Lema, Martín; Niffouri Blanco, Amín; Olaizola, Juan José; Rodríguez Servetto, Nelson",PROYECTO DE LEY,RESPONSABLE MENOR INFRACTOR. OMISION PATRIA POTESTAD. CODIGO PENAL. MODIFICACION.
:CAMARA_ENTRADA:PASE_COMISION:COMISION_ENTRADA,124478,CRR,"Amarilla, Gerardo; Andújar, Sebastián; Arocena Argul, José Andrés; Bacigalupi, Marcelo; Bianchi, Graciela; Castaingdebat, Armando; Lema, Martín; Niffouri Blanco, Amín; Olaizola, Juan José; Rodríguez Servetto, Nelson",PROYECTO DE LEY,SUBSIDIO TRANSITORIO INCAPACIDAD PARCIAL. REGIMEN. MODIFICACION.
:CAMARA_ENTRADA:PASE_COMISION:COMISION_ENTRADA:COMISION_ENTRADA:PASE_ARCHIVO,123959,CRR,"Amarilla, Gerardo; Andújar, Sebastián; Arocena Argul, José Andrés; Bacigalupe Aunés, Rubén Aníbal; Castaingdebat, Armando; Lema, Martín; Matiaude, Graciela; Olaizola, Juan José; Olivera, Nicolás; Rubio, Eduardo; Verri, Walter; Vidalín, Carmelo",PROYECTO DE LEY,HIDROCARBUROS. EXPLORACION Y EXPLOTACION. PERFORACION HIDRAULICA. PROHIBICION.
:CAMARA_ENTRADA:PASE_COMISION:COMISION_ENTRADA:COMISION_ENTRADA:PASE_ARCHIVO,123529,CRR,"Abdala, Pablo; Amarilla, Gerardo; Arocena Argul, José Andrés; Castaingdebat, Armando; Dastugue, Álvaro; Goñi Reyes, Rodrigo; Vidalín, Carmelo",PROYECTO DE LEY,VIDA. DERECHO. PROTECCION.
:CAMARA_ENTRADA:PASE_COMISION:COMISION_ENTRADA:COMISION_ENTRADA:COMISION_ENTRADA:COMISION_TRATAMIENTO:COMISION_APRUEBA:COMISION_INFORMA:CAMARA_DISCUCION:CAMARA_DISCUCION:CAMARA_APRUEBA:CAMARA_ENTRADA:PASE_COMISION:COMISION_ENTRADA,123524,CRR,"Amarilla, Gerardo; Andújar, Sebastián; Arocena Argul, José Andrés; Bianchi, Graciela; Castaingdebat, Armando; Goñi Reyes, Rodrigo; Lema, Martín; Niffouri Blanco, Amín; Olaizola, Juan José; Vidalín, Carmelo",PROYECTO DE LEY,CANCER PROSTATA. EXAMEN PREVENCION. TRABAJADOR Y FUNCIONARIO PUBLICO. LICENCIA. OTORGAMIENTO.
,123530,CRR,"Amarilla, Gerardo; Arocena Argul, José Andrés; Bianchi, Graciela; Castaingdebat, Armando; Goñi Reyes, Rodrigo; Niffouri Blanco, Amín; Olaizola, Juan José",PROYECTO DE LEY,VIOLENCIA DOMESTICA. AGRESOR DEPENDIENTE DROGAS. INTERNACION. REGIMEN.
:CAMARA_ENTRADA:PASE_COMISION:COMISION_ENTRADA:COMISION_ENTRADA,123542,CRR,"Amarilla, Gerardo; Arocena Argul, José Andrés; Bianchi, Graciela; Castaingdebat, Armando; Goñi Reyes, Rodrigo; Niffouri Blanco, Amín; Olaizola, Juan José",PROYECTO DE LEY,VIOLENCIA DOMESTICA. AGRESOR DEPENDIENTE DROGAS. INTERNACION. REGIMEN.
:CAMARA_ENTRADA:PASE_COMISION:COMISION_ENTRADA:COMISION_ENTRADA:COMISION_ENTRADA:COMISION_TRATAMIENTO:COMISION_POSTERGA:COMISION_TRATAMIENTO,123531,CRR,"Amarilla, Gerardo; Arocena Argul, José Andrés; Bianchi, Graciela; Castaingdebat, Armando; Dastugue, Álvaro; Goñi Reyes, Rodrigo; Lema, Martín; Niffouri Blanco, Amín; Olaizola, Juan José; Rodríguez, Gloria; Rodríguez Servetto, Nelson; Vidalín, Carmelo",PROYECTO DE LEY,ACCESIBILIDAD UNIVERSAL VIA PUBLICA. OBRAS ORGANISMOS PUBLICOS. REQUISITOS.
:CAMARA_ENTRADA:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA,138503,CSS,"Carrera Leal, Charles",PEDIDO DE INFORMES,TCA. PRESUPESTO ASIGNADO. ESCALA DE SUELDOS. SISTEMA DE INGRESO Y ASCENSO. INFORMES.
:CAMARA_ENTRADA:PASE_COMISION:COMISION_ENTRADA:COMISION_TRATAMIENTO:COMISION_TRATAMIENTO:COMISION_TRATAMIENTO:COMISION_TRATAMIENTO:COMISION_APRUEBA:COMISION_APRUEBA:COMISION_INFORMA:COMISION_INFORMA:CAMARA_DISCUCION:CAMARA_DISCUCION:CAMARA_APRUEBA:CAMARA_ENTRADA:PASE_COMISION:COMISION_ENTRADA:COMISION_ENTRADA:COMISION_ENTRADA:COMISION_TRATAMIENTO:COMISION_ENTRADA:COMISION_TRATAMIENTO:COMISION_APRUEBA:CAMARA_DISCUCION:CAMARA_DISCUCION:CAMARA_APRUEBA,139089,CSS,"Carrera Leal, Charles; Castillo, Juan; De León, Leonardo; Garin De Nardo, Daniel; Moreira, Constanza; Otheguy Vega, Marcos Javier; Passada, Ivonne; Payssé, Daniela; Pintado, Enrique; Tourné, Daisy; Xavier, Mónica",PROYECTO DE LEY,CÓDIGO DE LA NIÑEZ Y LA ADOLESCENCIA. CAPÍTULO XI. MODIFICACIÓN.
:CAMARA_ENTRADA:PASE_COMISION:COMISION_ENTRADA,138859,CSS,"Carrera Leal, Charles; De León, Leonardo; Garin De Nardo, Daniel; Michelini, Rafael; Mujica, José; Otheguy Vega, Marcos Javier; Payssé, Daniela; Pintado, Enrique; Tourné, Daisy; Xavier, Mónica",PROYECTO DE LEY,DELITOS. VÍCTIMAS Y TESTIGOS. ATENCIÓN Y PROTECCIÓN. INTERÉS GENERAL. DECLARACIÓN.
:CAMARA_ENTRADA:PASE_COMISION:COMISION_ENTRADA,138863,CSS,"Carrera Leal, Charles; De León, Leonardo; Garin De Nardo, Daniel; Michelini, Rafael; Mujica, José; Otheguy Vega, Marcos Javier; Passada, Ivonne; Payssé, Daniela; Pintado, Enrique; Tourné, Daisy; Xavier, Mónica",PROYECTO DE LEY,ACCIÓN DE NULIDAD ANTE EL TCA. REFORMAS PROCESALES.
:CAMARA_ENTRADA:PASE_COMISION:COMISION_ENTRADA,138864,CSS,"Carrera Leal, Charles; De León, Leonardo; Garin De Nardo, Daniel; Michelini, Rafael; Mujica, José; Otheguy Vega, Marcos Javier; Passada, Ivonne; Payssé, Daniela; Pintado, Enrique; Tourné, Daisy; Xavier, Mónica",PROYECTO DE LEY,JUDICATURA Y ORGANIZACIÓN TRIBUNALES. LEY ORGÁNICA. MODIFICACIÓN.
:CAMARA_ENTRADA:PEDIDO_INFORME_ENVIO,142171,CSS,"Coutinho Rodríguez, Germán",PEDIDO DE INFORMES,CANASTAS ALIMENTARIAS Y TARJETAS DE EMERGENCIA MIDES. BENEFICIARIOS SALTO (DPTO). INFORMES.
:CAMARA_ENTRADA:PEDIDO_INFORME_ENVIO,141746,CSS,"Coutinho Rodríguez, Germán",PEDIDO DE INFORMES,DESTINO TERMAS. TEMPORADA 2018-2019. SITUACIÓN. INFORMES.
:CAMARA_ENTRADA:PASE_COMISION:COMISION_ENTRADA,139681,CSS,"Coutinho Rodríguez, Germán",PROYECTO DE LEY,ACTORES POLITICOS. USO IMAGEN Y/O VOZ EN PIEZAS PUBLICITARIAS. REGULACION.
:CAMARA_ENTRADA:PASE_COMISION:COMISION_ENTRADA,137770,CSS,"Coutinho Rodríguez, Germán",PROYECTO DE LEY,DÍA DEL TÉCNICO EN HEMOTERAPIA O TRANSFUSIONISTA - 26 DE OCTUBRE. DECLARACIÓN.
:CAMARA_ENTRADA:PASE_COMISION:COMISION_ENTRADA,130405,CSS,"Coutinho Rodríguez, Germán",PROYECTO DE LEY,CONDENADOS REINCIDENTES. SEGURIDAD PREVENTIVA. MEDIDAS. APLICACIÓN.
:CAMARA_ENTRADA:PASE_COMISION:COMISION_ENTRADA,127196,CSS,"Coutinho Rodríguez, Germán; Eguiluz, Cecilia",PROYECTO DE MINUTA DE COMUNICACION,JUBILADOS Y PENSIONISTAS BAJOS INGRESOS. AGUINALDO ANUAL. OTORGAMIENTO. SOLICITUD.
:CAMARA_ENTRADA:PASE_COMISION:COMISION_ENTRADA,126305,CSS,"Coutinho Rodríguez, Germán",PROYECTO DE LEY,MEDICAMENTOS Y DISPOSITIVOS PORTÁTILES. FONDO RECURSOS (NACIONAL). PROVISIÓN.
:CAMARA_ENTRADA:PASE_COMISION:COMISION_ENTRADA,124397,CSS,"Cersósimo, Gustavo",PROYECTO DE LEY,INCAPACIDAD FUTURA. PREVISION. CURADOR. NOMBRAMIENTO.
:CAMARA_ENTRADA:PASE_COMISION:COMISION_ENTRADA,134793,CSS,"Da Silva, Sebastián",PROYECTO DE LEY,GASOIL Y DERIVADOS. LIBRE IMPORTACIÓN. NORMAS. ESTABLECIMIENTO.
:CAMARA_ENTRADA:PEDIDO_INFORME_ENVIO,140688,CSS,"Da Silva, Sebastián",PEDIDO DE INFORMES,INMUEBLE RURAL RÍO NEGRO (DPTO.) ADQUISICIÓN. INSTITUTO NACIONAL COLONIZACIÓN. CRITERIOS TÉCNICOS. INFORMES.
:CAMARA_ENTRADA:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA,139811,CSS,"Da Silva, Sebastián",PEDIDO DE INFORMES,DECLARACIÓN EMERGENCIA AGROPECUARIA. BENEFICIARIOS. INFORMES.
:CAMARA_ENTRADA:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA,139812,CSS,"Da Silva, Sebastián",PEDIDO DE INFORMES,SISTEMA TRAZABILIDAD BOVINOS. FINANCIAMENTO. INFORMES.
:CAMARA_ENTRADA:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA,132146,CSS,"Da Silva, Sebastián",PEDIDO DE INFORMES,ESTANCIA ANCHORENA. REMATE REPRODUCTORES SEMOVIENTES. COMPRA. INFORMES
:CAMARA_ENTRADA:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA:PEDIDO_INFORME_RESPUESTA:PEDIDO_INFORME_RESPUESTA:PEDIDO_INFORME_RESPUESTA:PEDIDO_INFORME_RESPUESTA:PEDIDO_INFORME_RESPUESTA:PEDIDO_INFORME_RESPUESTA:PEDIDO_INFORME_RESPUESTA:PEDIDO_INFORME_RESPUESTA:PEDIDO_INFORME_RESPUESTA:PEDIDO_INFORME_RESPUESTA:PEDIDO_INFORME_RESPUESTA:PEDIDO_INFORME_RESPUESTA:PEDIDO_INFORME_RESPUESTA:PEDIDO_INFORME_RESPUESTA:PEDIDO_INFORME_RESPUESTA:PEDIDO_INFORME_RESPUESTA:PEDIDO_INFORME_RESPUESTA:PEDIDO_INFORME_RESPUESTA:PEDIDO_INFORME_RESPUESTA:PEDIDO_INFORME_RESPUESTA:PEDIDO_INFORME_RESPUESTA,130244,CSS,"Da Silva, Sebastián",PEDIDO DE INFORMES,VEHÍCULOS OFICIALES. ADQUISICIÓN Y RENOVACIÓN. INFORMES.
:CAMARA_ENTRADA:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA,126478,CSS,"Da Silva, Sebastián",PEDIDO DE INFORMES,SUELOS. RECALIFICACIÓN. INFORMES
:CAMARA_ENTRADA:PEDIDO_INFORME_ENVIO,143529,CSS,"Castillo, Juan",PEDIDO DE INFORMES,DERECHOS HUMANOS. VIOLACIÓN. MILITARES PROCESADOS. SITUACIÓN. INFORMES.
:CAMARA_ENTRADA:PEDIDO_INFORME_ENVIO,143530,CSS,"Castillo, Juan",PEDIDO DE INFORMES,DERECHOS HUMANOS. VIOLACIÓN. MILITARES PROCESADOS. SITUACIÓN. INFORMES.
:CAMARA_ENTRADA:PEDIDO_INFORME_ENVIO,143221,CSS,"Castillo, Juan",PEDIDO DE INFORMES,CONFERENCIA EJÉRCITOS AMERICANOS. URUGUAY. PARTICIPACIÓN. INFORMES.
:CAMARA_ENTRADA:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA,139442,CSS,"Castillo, Juan",PEDIDO DE INFORMES,"FUERZAS ARMADAS. ESCALA DE JUBILACIONES, PENSIONES Y SERVICIOS. INFORME."
:CAMARA_ENTRADA:PEDIDO_INFORME_ENVIO,139441,CSS,"Castillo, Juan",PEDIDO DE INFORMES,FUERZAS ARMADAS. ESCALA SALARIAL. INFORMES
:CAMARA_ENTRADA:PEDIDO_INFORME_ENVIO,143052,CSS,"Delgado, Alvaro",PEDIDO DE INFORMES,JUBILADOS Y PENSIONISTAS. RECARGA SUPERGAS. PRECIO DIFERENCIAL. INFORMES.
:CAMARA_ENTRADA:PEDIDO_INFORME_ENVIO,143053,CSS,"Delgado, Alvaro",PEDIDO DE INFORMES,JUBILADOS Y PENSIONISTAS. RECARGA SUPERGAS. PRECIO DIFERENCIAL. INFORMES.
:CAMARA_ENTRADA:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA,137356,CSS,"Delgado, Alvaro",PEDIDO DE INFORMES,EXPLORACIÓN HIDROCARBUROS. PERFORACIÓN PAYSANDÚ (DPTO) INFORMES.
:CAMARA_ENTRADA:PEDIDO_INFORME_ENVIO,136264,CSS,"Delgado, Alvaro",PEDIDO DE INFORMES,TRABAJO PEONES PRÁCTICOS Y OBREROS NO ESPECIALIZADOS. OBRAS DEL ESTADO. (LEY 18516). APLICACIÓN. INFORMES.
:CAMARA_ENTRADA:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA,135781,CSS,"Delgado, Alvaro",PEDIDO DE INFORMES,FONDO ESTABILIZACIÓN ENERGÉTICA. TRANSFERENCIAS. INFORMES.
:CAMARA_ENTRADA:PEDIDO_INFORME_ENVIO,135783,CSS,"Delgado, Alvaro",PEDIDO DE INFORMES,FONDO DE ESTABILIZACIÓN ENERGÉTICA. FUNCIONAMIENTO. INFORMES.
:CAMARA_ENTRADA:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA,134378,CSS,"Delgado, Alvaro",PEDIDO DE INFORMES,ANCAP. HORNO Nº 3 PAYSANDÚ (DPTO). INFORMES.
:CAMARA_ENTRADA:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA,130931,CSS,"Delgado, Alvaro",PEDIDO DE INFORMES,CENTROS CAIF. PARTIDAS ALIMENTACIÓN. ATRASO PAGO. INFORMES.
:CAMARA_ENTRADA:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA,130870,CSS,"Delgado, Alvaro",PEDIDO DE INFORMES,DOLORES (SORIANO). VIVIENDAS. PRÉSTAMOS. SUBSIDIOS. INFORMES.
:CAMARA_ENTRADA:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA,130176,CSS,"Delgado, Alvaro",PEDIDO DE INFORMES,ANCAP. OBLIGACIONES IMPAGAS DGI. INFORMES.
:CAMARA_ENTRADA:PEDIDO_INFORME_ENVIO,127737,CSS,"Delgado, Alvaro",PEDIDO DE INFORMES,BOYA PETROLERA JOSÉ IGNACIO. DESCARGA. PROCEDIMIENTO. INFORMES.
:CAMARA_ENTRADA:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA:PEDIDO_INFORME_RESPUESTA,127049,CSS,"Delgado, Alvaro",PEDIDO DE INFORMES,INVERSIONES. (COMAP - UNASEP). INFORMACIÓN
:CAMARA_ENTRADA:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA,125873,CSS,"Delgado, Alvaro",PEDIDO DE INFORMES,LABORATORIOS. IMPORTACIÓN MEDICAMENTOS. NORMATIVA SANITARIA. IRREGULARIDADES. INFORMES.
:CAMARA_ENTRADA:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA,125512,CSS,"Delgado, Alvaro",PEDIDO DE INFORMES,BOVINOS. BRUCELOSIS Y TUBERCULOSIS. ERRADICACIÓN. INFORMES.
