entrada_A.G.,entrada_C.P.,entrada_CRR,entrada_CSS,id_proyecto,num_comisiones,num_sesiones,origen,presentado_por,sanciona_A.G.,sanciona_CRR,sanciona_CSS,sanciona_PE,tipo,titulo
,,2015-06-18 00:00:00,,125087,2,3,Cámara Representantes,"Abdala, Pablo; Arrieta, Elisabeth; Besozzi, Guillermo; Ezquerra Alonso, W. Aparicio; Gandini, Jorge; Roselli, Edmundo; Yurramendi Pérez, José",,,,,PROYECTO DE LEY,"USUARIOS, CONSUMIDORES O CONTRIBUYENTES. ACTIVIDAD COMERCIAL O CREDITICIA. REGIMEN. MODIFICACION."
,,2015-06-16 00:00:00,,125024,1,2,Cámara Representantes,"Ayala, Mario; Besozzi, Guillermo; Britos, Betiana; Caballero, Irene; Dastugue, Álvaro; Díaz Angüilla, Pablo; Ezquerra Alonso, W. Aparicio; García, Mario; Lafluf, Omar; Mier Estades, Egardo Dionisio; Olivera, Nicolás; Peña Fernández, Daniel; Roselli, Edmundo; Yurramendi Pérez, José",,,,,PROYECTO DE LEY,TARJETAS CREDITO. SISTEMA. REGIMEN.
,,2015-03-03 00:00:00,,123532,1,2,Cámara Representantes,"Abdala, Pablo; Andújar, Sebastián; Antía, Enrique; Ayala, Mario; Bacigalupe Aunés, Rubén Aníbal; Besozzi, Guillermo; Dastugue, Álvaro; Ezquerra Alonso, W. Aparicio; Gandini, Jorge; García, Mario; Iturralde Viñas, Pablo; Lafluf, Omar; Lema, Martín; Mier Estades, Egardo Dionisio; Olaizola, Juan José; Olivera, Nicolás; Peña Fernández, Daniel; Penadés, Gustavo; Perdomo Gamarra, Alberto; Rodríguez, Gloria; Roselli, Edmundo; Trobo, Jaime Mario",,2015-06-16 00:00:00,,,RESOLUCION,VENEZUELA. SITUACION POLITICA. REPRESION. CONDENA.
,,,2017-03-03 00:00:00,133711,0,1,Cámara Senadores,"Amado, Fernando; Andújar, Sebastián; Carámbula Volpi, Marcos Gustavo; Cardoso, Germán; Civila, Gonzalo; Delgado, Alvaro; Gandini, Jorge; García, Mario; Heber, Luis Alberto; Matiaude, Graciela; Michelini, Rafael; Mieres, Pablo; Montaner Formoso, Susana; Pasquet Iribarne, Ope; Peña, Adrián; Posada, Iván; Pozzi, Jorge; Radío, Daniel; Rapela, Valentina; Reisch, Nibia; Rodríguez, Conrado; Rubio, Eduardo; Verri, Walter; Viera Duarte, Tabaré",,,,,PROYECTO DE RESOLUCION,"ATCHUGARRY, Alejandro. FALLECIMIENTO. HOMENAJE."
,,,2015-08-10 00:00:00,125874,1,1,Cámara Senadores,"Carámbula Volpi, Marcos Gustavo",,,,,PROYECTO DE LEY,"BARISSONI BERGERO, Teresa Antonia. ESCUELA Nº 66 DE VIBORAS Y VACAS. (COLONIA). DENOMINACIÓN."
,,,2018-12-14 00:00:00,142181,1,1,Cámara Senadores,"Cardoso, José Carlos",,,,,PROYECTO DE LEY,INSTITUTO EMPLEO Y FORMACION PROFESIONAL (NACIONAL). CREACION. MODIFICACIÓN.
,,,2018-11-13 00:00:00,141815,1,1,Cámara Senadores,"Cardoso, José Carlos",,,,,PROYECTO DE LEY,DIA NACIONAL DEL CABALLO. 27 DE FEBRERO. DECLARACION.
,,,2018-06-06 00:00:00,140068,1,1,Cámara Senadores,"Cardoso, José Carlos",,,,,PROYECTO DE LEY,CARGOS POLÍTICOS O DE PARTICULAR CONFIANZA. SUBSIDIOS. MODIFICACIÓN.
,,,2018-03-14 00:00:00,138873,1,1,Cámara Senadores,"Cardoso, José Carlos",,,,,PROYECTO DE LEY,TRIBUNAL CUENTAS. OBSERVACIONES. NORMATIVA.
,,,2018-03-13 00:00:00,138855,1,1,Cámara Senadores,"Cardoso, José Carlos",,,,,PROYECTO DE LEY,LOTERÍA NACIONAL. SORTEO ESPECIAL. BENEFICIO ATUERU.
,,,2018-02-21 00:00:00,138471,2,2,Cámara Senadores,"Cardoso, José Carlos",,,,,PROYECTO DE LEY,CARRERAS DE PERROS. PROHIBICIÓN.
,,,2017-09-05 00:00:00,136527,1,1,Cámara Senadores,"Cardoso, José Carlos",,,,,PROYECTO DE LEY,LEY 14.762. PERSONAS FÍSICAS. SISTEMA IDENTIFICACIÓN. MODIFICACIÓN.
,,,2017-08-01 00:00:00,135993,1,1,Cámara Senadores,"Cardoso, José Carlos",,,,,PROYECTO DE LEY,"GARDEL, Carlos. AEROPUERTO INTERNACIONAL DE CARRASCO. DESIGNACION."
,,2018-03-13 00:00:00,2015-09-15 00:00:00,126567,2,7,Cámara Senadores,"Cardoso, José Carlos",,2018-07-03 00:00:00,2018-03-06 00:00:00,2018-07-13 00:00:00,LEY,"LARROSA, Leonidas. LICEO VILLA VELAZQUEZ (ROCHA). DENOMINACION."
,,,2015-07-15 00:00:00,125513,1,2,Cámara Senadores,"Cardoso, José Carlos",,,,,PROYECTO DE LEY,"ORGAMBIDE, Raúl Never. ESCUELA Nº 64 (DURAZNO). DENOMINACIÓN."
,,2015-06-01 00:00:00,,124753,2,3,Cámara Representantes,"Cardoso, José Carlos",,,,,PROYECTO DE LEY,"ALIMENTACION, SEGURIDAD Y SOBERANIA ALIMENTARIA. DERECHO. LEY MARCO. APROBACION."
,,2015-03-17 00:00:00,,123750,1,2,Cámara Representantes,"Andújar, Sebastián; Bacigalupe Aunés, Rubén Aníbal; Cardoso, José Carlos; Castaingdebat, Armando; Goñi Reyes, Rodrigo; Lema, Martín; Niffouri Blanco, Amín; Olaizola, Juan José; Penadés, Gustavo; Rodríguez, Gloria; Rodríguez Servetto, Nelson; Trobo, Jaime Mario",,,,,PROYECTO DE LEY,AGUINALDO Y SALARIO VACACIONAL. IRPF. EXONERACION.
,,2015-08-18 00:00:00,2015-08-04 00:00:00,125745,2,6,Cámara Senadores,"Cardoso, José Carlos",,2016-07-06 00:00:00,2015-08-12 00:00:00,2016-07-22 00:00:00,LEY,"""REPÚBLICA DEL LIBANO"". ESCUELA Nº 150
(RIVERA). DENOMINACIÓN."
,,,2019-04-02 00:00:00,143078,0,1,Cámara Senadores,"Cardoso, José Carlos",,,,,PEDIDO DE INFORMES,IRPF CAT I Y II. RECAUDACIÓN. INFORMES.
,,2015-03-03 00:00:00,,123493,1,2,Cámara Representantes,"Cardoso, José Carlos; Trobo, Jaime Mario",,,,,PROYECTO DE LEY,FONDO SOLIDARIDAD UNIVERSITARIO. ADICIONAL. DEROGACION.
,,2015-03-03 00:00:00,,123450,1,2,Cámara Representantes,"Cardoso, José Carlos; Trobo, Jaime Mario",,,,,PROYECTO DE LEY,MINISTERIO DE MEDIO AMBIENTE. CREACION.
,,2015-03-04 00:00:00,,123525,1,2,Cámara Representantes,"Amarilla, Gerardo; Ayala, Mario; Cardoso, José Carlos; Yurramendi Pérez, José",,,,,PROYECTO DE LEY,FONDO FINANCIACION PROYECTOS DESARROLLO Y SERVICIOS TURISTICOS. CREACION.
,,2015-03-03 00:00:00,,123494,1,2,Cámara Representantes,"Cardoso, José Carlos; Trobo, Jaime Mario",,,,,PROYECTO DE LEY,LOTERIA. SORTEO ESPECIAL BENEFICIO ASOCIACION ENFERMEDADES RARAS URUGUAY (ATUERU). INSTRUMENTACION.
,,,2019-02-26 00:00:00,142515,0,1,Cámara Senadores,"Cardoso, José Carlos",,,,,PEDIDO DE INFORMES,"FONDO DESARROLLO INTERIOR. CÁLCULO, CONTABILIZACIÓN Y EJECUCIÓN PRESUPUESTAL. INFORMES."
,,,2018-10-02 00:00:00,141415,0,1,Cámara Senadores,"Cardoso, José Carlos",,,,,PEDIDO DE INFORMES,FONDO VIVIENDA. FONDO TUTELA SOCIAL POLICIAL. PRÉSTAMOS CANTIDAD Y CALIDAD. INFORMES
,,,2018-10-05 00:00:00,141479,0,2,Cámara Senadores,"Cardoso, José Carlos",,,,,PEDIDO DE INFORMES,INVERSIONES EJECUTADAS. MINISTERIO TRANSPORTE Y OBRAS PÚBLICAS. EJERCICIO 2017. INFORMES.
,,,2018-08-21 00:00:00,140929,0,4,Cámara Senadores,"Cardoso, José Carlos",,,,,PEDIDO DE INFORMES,VINCULOS LABORALES. EMPRESAS CON CAPITAL ACCIONARIO. INFORMES.
,,,2018-06-21 00:00:00,140187,0,3,Cámara Senadores,"Cardoso, José Carlos",,,,,PEDIDO DE INFORMES,HOGAR ANCIANOS CHUY. RESIDENTES. SITUACIÓN. INFORMES.
,,,2018-06-06 00:00:00,140013,0,2,Cámara Senadores,"Cardoso, José Carlos",,,,,PEDIDO DE INFORMES,INEFOP. COMPRA INMUEBLE. INFORMES.
,,,2018-05-29 00:00:00,139905,0,1,Cámara Senadores,"Cardoso, José Carlos",,,,,PEDIDO DE INFORMES,FIBRA ÓPTICA ROCHA (DPTO). TRAZADO E INSTALACIÓN. INFORMES.
,,,2018-03-13 00:00:00,138857,0,2,Cámara Senadores,"Cardoso, José Carlos",,,,,PEDIDO DE INFORMES,GOBIERNOS DEPARTAMENTALES. FONDO DESARROLLO INTERIOR. TRANSFERENCIAS. INFORMES.
,,,2017-10-03 00:00:00,136834,0,1,Cámara Senadores,"Cardoso, José Carlos",,,,,PEDIDO DE INFORMES,PLANES DE ACCESO A VIVIENDA. INFORMES.
,,,2017-09-13 00:00:00,136640,0,2,Cámara Senadores,"Cardoso, José Carlos",,,,,PEDIDO DE INFORMES,AFE. PADRONES. CANTIDAD Y UBICACIÓN. INFORMES.
,,,2017-07-26 00:00:00,135903,0,1,Cámara Senadores,"Cardoso, José Carlos",,,,,PEDIDO DE INFORMES,LA CORONILLA (ROCHA). CANAL ANDREONI. PUENTE. CLAUSURA. INFORMES.
,,,2017-05-31 00:00:00,135046,0,1,Cámara Senadores,"Cardoso, José Carlos",,,,,PEDIDO DE INFORMES,BAÑADOS ROCHA. OBRAS REGULACION HIDRICA. MTOP. INTERVENCION. INFORMES.
,,,2016-11-30 00:00:00,132926,0,1,Cámara Senadores,"Cardoso, José Carlos; García, Javier",,,,,PEDIDO DE INFORMES,ARMADA NACIONAL. FRONTERA CON BRASIL. AGUAS TERRITORIALES. PESCA ILEGAL. CONTROL. INFORMES.
,,,2017-05-31 00:00:00,135047,0,2,Cámara Senadores,"Cardoso, José Carlos",,,,,PEDIDO DE INFORMES,LA CORONILLA (ROCHA). AGUA POTABLE. PROVISION. INFORMES.
,,,2015-11-04 00:00:00,127180,0,2,Cámara Senadores,"Cardoso, José Carlos",,,,,PEDIDO DE INFORMES,AFAP. RÉGIMEN MIXTO. REVOCACIÓN. INFORMES.
,,,2016-12-13 00:00:00,133136,0,2,Cámara Senadores,"Cardoso, José Carlos",,,,,PEDIDO DE INFORMES,ESTADIO CENTENARIO. CÁMARAS RECONOCIMIENTO FACIAL. INSTALACIÓN. INFORMES
,,,2015-08-19 00:00:00,126059,0,2,Cámara Senadores,"Cardoso, José Carlos",,,,,PEDIDO DE INFORMES,SODRE. PERSONAS. CONTRATOS. INFORMES.
,,,2015-08-19 00:00:00,126063,0,1,Cámara Senadores,"Cardoso, José Carlos",,,,,PEDIDO DE INFORMES,ANTEL ARENA. PLAN DE GESTIÓN. PERSONAS. CONTRATOS.
,,,2019-04-05 00:00:00,143137,0,1,Cámara Senadores,"Camy Antognazza, Carlos Daniel",,,,,PEDIDO DE INFORMES,SUMINISTRO SERVICIOS. DIAGNÓSTICO INTERVENCIONISMO ENDOVASCULAR. LICITACIÓN. INFORMES.
,,,2018-12-17 00:00:00,142247,0,1,Cámara Senadores,"Camy Antognazza, Carlos Daniel",,,,,PEDIDO DE INFORMES,ARROYO LAS VACAS CARMELO (COLONIA). BUQUES ABANDONADOS. SITUACIÓN. INFORMES.
,,,2018-12-17 00:00:00,142246,0,1,Cámara Senadores,"Camy Antognazza, Carlos Daniel",,,,,PEDIDO DE INFORMES,ARROYO LAS VACAS CARMELO (COLONIA). BUQUES ABANDONADOS. SITUACIÓN. INFORMES.
,,,2018-12-17 00:00:00,142209,0,1,Cámara Senadores,"Camy Antognazza, Carlos Daniel",,,,,PEDIDO DE INFORMES,ARROYO LAS VACAS CARMELO (COLONIA). BUQUES ABANDONADOS. SITUACIÓN. INFORMES.
,,,2018-10-05 00:00:00,141472,0,3,Cámara Senadores,"Camy Antognazza, Carlos Daniel",,,,,PEDIDO DE INFORMES,"COMISIÓN APOYO HOSPITAL MACIEL. INTEGRACIÓN. COMETIDOS Y RECURSOS. EJECUCIÓN PRESUPUESTAL, RENDICIÓN CUENTAS Y CONTROLES. INFORMES."
,,,2018-09-25 00:00:00,141349,0,2,Cámara Senadores,"Camy Antognazza, Carlos Daniel",,,,,PEDIDO DE INFORMES,ACCIDENTES CEREBRO VASCULARES. URUGUAY. ESTADISTICAS. INFORMES.
,,,2018-06-05 00:00:00,139961,0,2,Cámara Senadores,"Camy Antognazza, Carlos Daniel",,,,,PEDIDO DE INFORMES,"ARMAS FUEGO, MUNICIONES, EXPLOSIVOS Y OTROS. TENENCIA. REGULARIZACIÓN (LEY 19.247). INFORMES."
,,,2018-06-05 00:00:00,139963,0,3,Cámara Senadores,"Camy Antognazza, Carlos Daniel",,,,,PEDIDO DE INFORMES,"ARMAS FUEGO, MUNICIONES, EXPLOSIVOS Y OTROS. TENENCIA. REGULARIZACIÓN (LEY Nº 19.247). INFORMES."
,,,2018-05-03 00:00:00,139536,0,2,Cámara Senadores,"Camy Antognazza, Carlos Daniel",,,,,PEDIDO DE INFORMES,GANADO BOVINO. EXPORTACIÓN ISRAEL. FAENA. NORMAS. INFORMES.
,,,2018-05-15 00:00:00,139701,0,3,Cámara Senadores,"Camy Antognazza, Carlos Daniel",,,,,PEDIDO DE INFORMES,RAIGÓN (SAN JOSÉ). ESCUELA AGRARIA. CURSOS EDUCACIÓN MEDIA TECNOLÓGICA. DISCONTINUACION. INFORMES.
,,,2017-12-14 00:00:00,137934,0,3,Cámara Senadores,"Camy Antognazza, Carlos Daniel",,,,,PEDIDO DE INFORMES,ANGIOGRAFO DIGITAL NEURO VASCULAR. HOSPITAL MACIEL. INSTALACIÓN. LICITACIÓN. INFORMES.
,,,2017-11-14 00:00:00,137551,0,2,Cámara Senadores,"Camy Antognazza, Carlos Daniel",,,,,PEDIDO DE INFORMES,FACULTAD CIENCIAS. INVESTIGACIÓN Y CAPACITACIÓN EN EL EXTERIOR. PERSONAL AFECTADO. LICENCIAS CONCEDIDAS. INFORMES.
,,,2017-10-19 00:00:00,137166,0,4,Cámara Senadores,"Camy Antognazza, Carlos Daniel",,,,,PEDIDO DE INFORMES,ENERGIA ELECTRICA SAN JOSE (INTENDENCIA). CONSUMO Y RECAUDACION 2016-2017. INFORMES.
,,,2017-06-30 00:00:00,135486,0,2,Cámara Senadores,"Camy Antognazza, Carlos Daniel",,,,,PEDIDO DE INFORMES,FUNCIONARIOS POLICIALES. DERECHOS LABORALES. INFORMES.
,,,2017-08-08 00:00:00,136174,0,3,Cámara Senadores,"Camy Antognazza, Carlos Daniel",,,,,PEDIDO DE INFORMES,MISIONES PAZ ONU. FUERZAS ARMADAS. PERSONAL AFECTADO. INGRESOS MONETARIOS. INFORMES.
,,,2017-10-04 00:00:00,136928,0,3,Cámara Senadores,"Camy Antognazza, Carlos Daniel",,,,,PEDIDO DE INFORMES,AUTOMÓVLES. TALLERES MECÁNICOS. CATEGORIZACIÓN. INFORMES.
,,,2017-06-06 00:00:00,135138,0,3,Cámara Senadores,"Camy Antognazza, Carlos Daniel",,,,,PEDIDO DE INFORMES,EMBARCACIONES PESCA ARTESANAL. PERMISOS PESCA. INFORMES.
,,,2017-03-14 00:00:00,133866,0,3,Cámara Senadores,"Camy Antognazza, Carlos Daniel",,,,,PEDIDO DE INFORMES,ESCUELA Nº 106. SAN JOSÉ DE MAYO (SAN JOSÉ). SITUACIÓN EDILICIA. INFORMES.
,,,2016-12-29 00:00:00,133367,0,2,Cámara Senadores,"Camy Antognazza, Carlos Daniel",,,,,PEDIDO DE INFORMES,BROU. PUBLICIDAD OFICIAL AÑO 2016. INFORMES.
,,,2016-09-13 00:00:00,131640,0,1,Cámara Senadores,"Camy Antognazza, Carlos Daniel",,,,,PEDIDO DE INFORMES,"UTE, PEKSA Y COBRA INGENIERÍA S.A. MEMORÁNDUM. ENTENDIMIENTO. SUSCRIPCIÓN. INFORMES."
,,,2017-03-14 00:00:00,133867,0,2,Cámara Senadores,"Camy Antognazza, Carlos Daniel",,,,,PEDIDO DE INFORMES,VIVIENDAS. MEVIR. ASPIRANTES. INSCRIPCION. REQUISITOS. INFORMES.
,,,2016-04-12 00:00:00,129094,0,2,Cámara Senadores,"Camy Antognazza, Carlos Daniel",,,,,PEDIDO DE INFORMES,IMPUESTO PRIMARIA. RECAUDACIÓN. FUNCIONARIOS ENCARGADOS. INFORMES.
,,,2016-06-14 00:00:00,130230,0,3,Cámara Senadores,"Camy Antognazza, Carlos Daniel",,,,,PEDIDO DE INFORMES,ZONAS FRANCAS.INFRACCIONES USUARIOS. INFORMES.
,,,2016-03-16 00:00:00,128745,0,3,Cámara Senadores,"Camy Antognazza, Carlos Daniel",,,,,PEDIDO DE INFORMES,INC. PREDIOS. TRANSFERENCIA. INFORMES.
,,,2015-09-02 00:00:00,126323,0,2,Cámara Senadores,"Camy Antognazza, Carlos Daniel",,,,,PEDIDO DE INFORMES,CUENCA. RÍO SANTA LUCÍA. SISTEMA DE POTABILIZACIÓN. INFORMACIÓN.
,,,2015-08-10 00:00:00,125868,0,1,Cámara Senadores,"Camy Antognazza, Carlos Daniel",,,,,PEDIDO DE INFORMES,TRANSPORTISTAS DE CARGA. SITUACIÓN ACTUAL. INFORMES.
,,,2019-04-10 00:00:00,143192,0,0,Cámara Senadores,"Camy Antognazza, Carlos Daniel",,,,,PROYECTO DE LEY,EMPRESAS DISTRIBUIDORAS. CESE SIN EXPRESIÓN DE CAUSA. INDEMNIZACIÓN. NORMAS
,,,2015-07-17 00:00:00,125529,0,4,Cámara Senadores,"Camy Antognazza, Carlos Daniel",,,,,PEDIDO DE INFORMES,CENTRAL CICLO COMBINADO.CONSTRUCCIÓN. OPERACIÓN. EXTRACCIÓN DE AGUA. PERFORACIONES. INFORMES.
,,,2015-07-16 00:00:00,125531,0,5,Cámara Senadores,"Camy Antognazza, Carlos Daniel",,,,,PEDIDO DE INFORMES,CENTRAL CICLO COMBINADO. CONSTRUCCIÓN Y OPERACIONES. EXTRACCIÓN AGUA. PERFORACIONES. INFORMES.
,,,2019-03-11 00:00:00,142699,1,1,Cámara Senadores,"Camy Antognazza, Carlos Daniel; Larrañaga, Jorge",,,,,PROYECTO DE LEY,ACCIDENTE CEREBRO VASCULAR. PREVENCIÓN. PROMOCIÓN. SE DECLARA DE INTERÉS GENERAL
,,,2018-12-05 00:00:00,142060,1,1,Cámara Senadores,"Camy Antognazza, Carlos Daniel",,,,,PROYECTO DE LEY,"MORENO PONCE, Wilfredo. LICEO 3 SAN JOSE DE MAYO (SAN JOSE). DENOMINACION."
,,2018-12-14 00:00:00,2018-11-12 00:00:00,141809,2,4,Cámara Senadores,"Camy Antognazza, Carlos Daniel",,2018-12-27 00:00:00,2018-12-12 00:00:00,2019-01-04 00:00:00,LEY,TRAFICO ARMAS. DELITO. TIPIFICACION. LEY 19.247 ARTÍCULO 6. PRÓRROGA DE PLAZO.
,,,2018-04-17 00:00:00,139308,1,1,Cámara Senadores,"Camy Antognazza, Carlos Daniel",,,,,PROYECTO DE LEY,INSTITUTO COLONIZACIÓN (NACIONAL). DOMICILIO LEGAL Y SEDE PRINCIPAL. MODIFICACIÓN.
,,,2018-06-12 00:00:00,140077,1,1,Cámara Senadores,"Camy Antognazza, Carlos Daniel; Delgado, Alvaro",,,,,PROYECTO DE LEY,"EMPRESAS SERVICIOS EN DEPÓSITOS PORTUARIOS, EXTRAPORTUARIOS Y MUELLES. TRABAJADORES. LEY 19.535 (ART. 116). DEROGACIÓN."
,,2018-06-26 00:00:00,2018-06-14 00:00:00,140161,1,2,Cámara Senadores,"Camy Antognazza, Carlos Daniel; Castillo, Juan; Mieres, Pablo; Otheguy Vega, Marcos Javier; Passada, Ivonne",,2018-06-26 00:00:00,2018-06-21 00:00:00,2018-07-02 00:00:00,LEY,TRABAJADOR DEPÓSITOS PORTUARIOS O EXTRAPORTUARIOS Y MUELLES O EXPLANADAS. JORNALES MÍNIMOS. FIJACIÓN. ENTRADA EN VIGENCIA. PRÓRROGA.
,,,2018-03-06 00:00:00,138686,1,1,Cámara Senadores,"Camy Antognazza, Carlos Daniel",,,,,PROYECTO DE LEY,URSEA. VÍNCULO PODER EJECUTIVO. MODIFICACIÓN.
,,2018-02-07 00:00:00,2017-11-21 00:00:00,137648,2,6,Cámara Senadores,"Camy Antognazza, Carlos Daniel",,2018-05-09 00:00:00,2017-12-21 00:00:00,2018-05-17 00:00:00,LEY,DANIEL FERNÁNDEZ CRESPO.  RUTA TERCIARIA. SAN JOSÉ (DPTO). RAMAL RUTA 11. DENOMINACIÓN.
,,2017-12-20 00:00:00,2017-12-05 00:00:00,137800,2,5,Cámara Senadores,"Camy Antognazza, Carlos Daniel; Delgado, Alvaro",,2017-12-20 00:00:00,2017-12-21 00:00:00,2017-12-22 00:00:00,LEY,EMPRESAS SERVICIOS EN DEPÓSITOS PORTUARIOS. EXTRAPORTUARIOS Y MUELLES. TRABAJADORES. LEY 19.535 (ART. 116). DEROGACIÓN.
,,,2017-07-04 00:00:00,135553,1,1,Cámara Senadores,"Camy Antognazza, Carlos Daniel",,,,,PROYECTO DE LEY,CANADA. ESCUELA Nº118 (SAN JOSE). DENOMINACION.
,,,2016-10-06 00:00:00,131983,1,2,Cámara Senadores,"Camy Antognazza, Carlos Daniel",,,,,PROYECTO DE LEY,ASTURIAS. JARDIN INFANTES 110 (SAN JOSE). DENOMINACION.
,,,2016-07-20 00:00:00,130844,1,3,Cámara Senadores,"Camy Antognazza, Carlos Daniel; Mieres, Pablo",,,2016-10-04 00:00:00,,MINUTA DE COMUNICACION,"RAMELA SALGUERO, Daniel. PENSIÓN GRACIABLE. OTORGAMIENTO. MINUTA COMUNICACIÓN."
,,,2016-04-12 00:00:00,129090,1,2,Cámara Senadores,"Camy Antognazza, Carlos Daniel",,,,,PROYECTO DE LEY,CONVENCIONES MATRIMONIALES. CÓDIGO CIVIL. MODIFICACIÓN.
,,2016-07-12 00:00:00,2016-06-14 00:00:00,130226,2,6,Cámara Senadores,"Camy Antognazza, Carlos Daniel",,2016-12-14 00:00:00,2016-07-06 00:00:00,2016-12-23 00:00:00,LEY,"HUGO ROHRER, David Manuel. ESCUELA TÉCNICA ECILDA PAULLIER (SAN JOSE). DENOMINACIÓN."
,,2018-02-14 00:00:00,,138649,0,2,Cámara Representantes,"Carballo Da Costa, Felipe",,,,,PEDIDO DE INFORMES,DESALOJOS PERIODO 2007 - 2017. CANTIDAD. INFORMES.
,,2018-03-13 00:00:00,2015-12-08 00:00:00,127766,2,5,Cámara Senadores,"Camy Antognazza, Carlos Daniel",,,2018-03-06 00:00:00,,PROYECTO DE LEY,"ARRARTE CORBO, Gonzalo. ESCUELA N° 62 (CERRO LARGO). DENOMINACION."
,,2017-11-28 00:00:00,,137780,0,1,Cámara Representantes,"Carballo Da Costa, Felipe",,,,,PEDIDO DE INFORMES,"BPS. OBTENCION PENSIONES, SUBSIDIOS Y JUBILACIONES INCAPACIDAD. INFORMES."
,,2017-09-21 00:00:00,,136854,0,3,Cámara Representantes,"Carballo Da Costa, Felipe",,,,,PEDIDO DE INFORMES,TARJETAS CORPORATIVAS BHU Y OSE. USO. INFORMES.
,,2017-09-21 00:00:00,,136852,0,1,Cámara Representantes,"Carballo Da Costa, Felipe",,,,,PEDIDO DE INFORMES,TARJETAS CORPORATIVAS. MIDES. USO. INFORMES.
,,2017-09-21 00:00:00,,136850,0,2,Cámara Representantes,"Carballo Da Costa, Felipe",,,,,PEDIDO DE INFORMES,MINISTERIO TURISMO. USO TARJETAS CORPORATIVAS. INFORMES.
,,2017-09-21 00:00:00,,136861,0,2,Cámara Representantes,"Carballo Da Costa, Felipe",,,,,PEDIDO DE INFORMES,TARJETAS CORPORATIVAS. ONSC. USO. INFORMES.
,,2017-09-25 00:00:00,,136817,0,2,Cámara Representantes,"Carballo Da Costa, Felipe",,,,,PEDIDO DE INFORMES,TARJETAS CORPORATIVAS. AGENCIA NACIONAL INVESTIGACION INNOVACION. INSTITUTO NACIONAL EVALUACION EDUCATIVA. PROTOCOLO. USO. INFORMES.
,,2017-09-25 00:00:00,,136820,0,2,Cámara Representantes,"Carballo Da Costa, Felipe",,,,,PEDIDO DE INFORMES,TARJETAS CORPORATIVAS. MEF. USO. INFORMES.
,,2017-09-25 00:00:00,,136821,0,1,Cámara Representantes,"Carballo Da Costa, Felipe",,,,,PEDIDO DE INFORMES,TARJETAS CORPORATIVAS. MGAP. USO. INFORMES.
,,2017-09-21 00:00:00,,136855,0,2,Cámara Representantes,"Carballo Da Costa, Felipe",,,,,PEDIDO DE INFORMES,TARJETAS CORPORATIVAS OPP.  USO.  INFORMES.
,,2017-09-25 00:00:00,,136819,0,2,Cámara Representantes,"Carballo Da Costa, Felipe",,,,,PEDIDO DE INFORMES,TARJETAS CORPORATIVAS BPS. PROTOCOLO. USO. INFORMES.
,,2017-09-25 00:00:00,,136822,0,1,Cámara Representantes,"Carballo Da Costa, Felipe",,,,,PEDIDO DE INFORMES,TARJETAS CORPORATIVAS. ANP Y AFE USO. INFORMES.
,,2017-09-21 00:00:00,,136849,0,2,Cámara Representantes,"Carballo Da Costa, Felipe",,,,,PEDIDO DE INFORMES,TARJETAS CORPORATIVAS. CUDIN Y FNR. USO.INFORMES.
,,2017-09-21 00:00:00,,136847,0,2,Cámara Representantes,"Carballo Da Costa, Felipe",,,,,PEDIDO DE INFORMES,TARJETAS CORPORATIVAS. URUGUAY XXI. USO. INFORMES.
,,2017-09-25 00:00:00,,136823,0,2,Cámara Representantes,"Carballo Da Costa, Felipe",,,,,PEDIDO DE INFORMES,TARJETAS CORPORATIVAS. MIEM. USO. INFORMES.
,2019-02-15 00:00:00,,,142497,0,2,Comisión Permanente,"Carballo Da Costa, Felipe; Díaz, Bettiana; Moreira, Constanza; Passada, Ivonne; Reutor, Carlos",,,,,PROYECTO DE RESOLUCION,REPUBLICA BOLIVARIANA VENEZUELA. SITUACION POLITICA Y SOCIAL. MOCION
,,2018-06-06 00:00:00,,140034,1,2,Cámara Representantes,"Amarilla, Gerardo; Carballo Da Costa, Felipe; de los Santos Severgnini, Darcy Amaury; Gallo Cantera, Luis Enrique; Núñez, Gerardo; Posada, Iván; Rodríguez Gálvez, Carlos; Rubio, Eduardo; Viera Duarte, Tabaré",,,,,PROYECTO DE RESOLUCION,DOCUMENTACION SOLICITADA A SUPREMA CORTE JUSTICIA. COMISION INVESTIGADORA ACTOS INTELIGENICA ESTADO. REITERACION.
,,2018-05-09 00:00:00,,139623,1,2,Cámara Representantes,"Carballo Da Costa, Felipe; Cejas, Camilo; Groba Arriondo, Oscar; Puig, Luis; Reutor, Carlos",,2018-06-13 00:00:00,,,MINUTA DE COMUNICACION,CONDUCTOR TRANSPORTE POR CARRETERA. JORNADA TRABAJO Y DESCANSO. CONVENIO 153 OIT. RATIFICACION. SOLICITUD.
,,2018-10-24 00:00:00,2018-12-13 00:00:00,141631,2,5,Cámara Representantes,"Asti, Alfredo; Carballo Da Costa, Felipe; Chiazzaro, Roberto; De los Santos, Oscar; González, Pablo; Groba Arriondo, Oscar; Lústemberg Haro, María Cristina; Moreira, Carlos; Pelegrín, Mariela; Pereyra, Susana; Puig, Luis; Zavala, Alejandro",,2018-12-12 00:00:00,2018-12-19 00:00:00,2018-12-28 00:00:00,LEY,LICENCIA ESPECIAL TRABAJADOR CON FAMILIARES A CARGO CON DISCAPACIDAD. REGIMEN. MODIFICACION.
